CustomerID,CustomerName,DOB,Email,Region,AnnualIncome,RiskBand
C000603,Customer 0603,2011-05-04,customer603@example.co.uk,South West,84676,Low
C000604,Customer 0604,2005-04-15,customer604@example.co.uk,Wales,76505,Medium
C000605,Customer 0605,1993-12-18,customer605@example.co.uk,Wales,92453,Medium
C000606,Customer 0606,2010-11-22,customer606@example.co.uk,Wales,54435,Medium
C000607,Customer 0607,2007-11-10,customer607@example.co.uk,Scotland,32730,Low
C000608,Customer 0608,2009-06-22,customer608@example.co.uk,London,69419,Low
C000609,Customer 0609,2006-11-03,customer609@example.co.uk,South East,30094,Medium
C000610,Customer 0610,1998-11-19,customer610@example.co.uk,Wales,92341,Low
C000611,Customer 0611,2014-09-06,customer611@example.co.uk,South East,90202,Low
C000612,Customer 0612,2007-01-22,customer612@example.co.uk,Midlands,86071,Low
C000613,Customer 0613,2007-03-11,customer613@example.co.uk,Midlands,29292,Low
C000614,Customer 0614,2009-03-26,customer614@example.co.uk,Midlands,81873,Medium
C000615,Customer 0615,2001-12-05,customer615@example.co.uk,South West,62392,Medium
C000616,Customer 0616,2010-02-09,customer616@example.co.uk,London,22395,Medium
C000617,Customer 0617,2015-08-02,customer617@example.co.uk,London,27936,Low
C000618,Customer 0618,1987-04-06,customer618@example.co.uk,Midlands,92931,High
C000619,Customer 0619,1992-03-28,customer619@example.co.uk,Wales,26159,Low
C000620,Customer 0620,2016-11-17,customer620@example.co.uk,Scotland,39750,Medium
C000621,Customer 0621,2001-04-28,customer621@example.co.uk,Midlands,77097,Low
C000622,Customer 0622,2014-10-16,customer622@example.co.uk,Scotland,71479,Low
C000623,Customer 0623,1999-10-07,customer623@example.co.uk,London,92687,Low
C000624,Customer 0624,2001-10-18,customer624@example.co.uk,North West,45392,High
C000625,Customer 0625,1994-02-26,customer625@example.co.uk,Wales,38691,Medium
C000626,Customer 0626,1997-07-20,customer626@example.co.uk,Midlands,22455,Medium
C000627,Customer 0627,2001-03-07,customer627@example.co.uk,Wales,93361,Low
C000628,Customer 0628,1999-09-11,customer628@example.co.uk,South East,52102,Low
C000629,Customer 0629,2016-09-08,customer629@example.co.uk,Wales,58129,Low
C000630,Customer 0630,2013-10-12,customer630@example.co.uk,Midlands,36790,Low
C000631,Customer 0631,1987-03-09,customer631@example.co.uk,London,24050,Low
C000632,Customer 0632,2014-04-24,customer632@example.co.uk,Scotland,26400,Low
C000633,Customer 0633,1986-02-24,customer633@example.co.uk,Midlands,28380,Low
C000634,Customer 0634,1993-11-29,customer634@example.co.uk,Wales,79535,Low
C000635,Customer 0635,1997-02-21,customer635@example.co.uk,South East,29398,Low
C000636,Customer 0636,2014-05-02,customer636@example.co.uk,Wales,63799,Medium
C000637,Customer 0637,1990-08-05,customer637@example.co.uk,Scotland,64030,Low
C000638,Customer 0638,1997-08-24,customer638@example.co.uk,South West,90321,Low
C000639,Customer 0639,2010-09-15,customer639@example.co.uk,Scotland,29989,Medium
C000640,Customer 0640,2003-05-01,customer640@example.co.uk,North West,44955,Medium
C000641,Customer 0641,1999-08-13,customer641@example.co.uk,Scotland,86962,Low
C000642,Customer 0642,1998-06-19,customer642@example.co.uk,Scotland,71958,Medium
C000643,Customer 0643,1997-08-14,customer643@example.co.uk,Midlands,76568,Low
C000644,Customer 0644,2005-05-29,customer644@example.co.uk,South East,46101,Medium
C000645,Customer 0645,2015-11-27,customer645@example.co.uk,South East,51536,Low
C000646,Customer 0646,2009-05-24,customer646@example.co.uk,Midlands,82689,High
C000647,Customer 0647,1990-03-07,customer647@example.co.uk,Midlands,76592,Medium
C000648,Customer 0648,1998-12-25,customer648@example.co.uk,Scotland,53831,Low
C000649,Customer 0649,2000-10-23,customer649@example.co.uk,London,32363,High
C000650,Customer 0650,1992-09-16,customer650@example.co.uk,London,92206,Medium
C000651,Customer 0651,2011-04-21,customer651@example.co.uk,North West,57187,Low
C000652,Customer 0652,1992-08-09,customer652@example.co.uk,Wales,27183,High
C000653,Customer 0653,1999-02-07,customer653@example.co.uk,South West,50444,Low
C000654,Customer 0654,1992-09-09,customer654@example.co.uk,Scotland,24009,Low
C000655,Customer 0655,2005-08-25,customer655@example.co.uk,South East,37376,Medium
C000656,Customer 0656,1994-11-26,customer656@example.co.uk,North West,48805,Low
C000657,Customer 0657,2001-03-29,customer657@example.co.uk,Midlands,64154,Medium
C000658,Customer 0658,1998-01-01,customer658@example.co.uk,South West,91946,Medium
C000659,Customer 0659,2006-06-22,customer659@example.co.uk,Midlands,69139,Low
C000660,Customer 0660,2016-07-28,customer660@example.co.uk,Midlands,34924,Medium
C000661,Customer 0661,2000-10-17,customer661@example.co.uk,South West,63973,High
C000662,Customer 0662,1994-02-03,customer662@example.co.uk,Scotland,76254,Low
C000663,Customer 0663,2008-12-26,customer663@example.co.uk,North West,41126,Low
C000664,Customer 0664,1992-12-19,customer664@example.co.uk,South West,76732,Low
C000665,Customer 0665,1995-03-11,customer665@example.co.uk,Midlands,52149,Low
C000666,Customer 0666,2014-11-20,customer666@example.co.uk,South West,94173,Medium
C000667,Customer 0667,2006-01-31,customer667@example.co.uk,Scotland,55728,Medium
C000668,Customer 0668,1999-12-19,customer668@example.co.uk,South East,86303,Low
C000669,Customer 0669,2006-01-26,customer669@example.co.uk,South East,40344,Medium
C000670,Customer 0670,1986-10-20,customer670@example.co.uk,North West,93058,High
C000671,Customer 0671,1987-07-02,customer671@example.co.uk,Wales,26433,Medium
C000672,Customer 0672,2002-08-31,customer672@example.co.uk,South East,28358,Medium
C000673,Customer 0673,1990-12-10,customer673@example.co.uk,London,52334,Low
C000674,Customer 0674,2000-11-27,customer674@example.co.uk,London,50668,Low
C000675,Customer 0675,1984-11-14,customer675@example.co.uk,London,85334,Medium
C000676,Customer 0676,1984-09-12,customer676@example.co.uk,London,91758,Medium
C000677,Customer 0677,2008-03-13,customer677@example.co.uk,South West,91391,Medium
C000678,Customer 0678,2015-06-21,customer678@example.co.uk,Scotland,24246,Low
C000679,Customer 0679,1992-03-17,customer679@example.co.uk,London,78436,Medium
C000680,Customer 0680,1994-12-23,customer680@example.co.uk,South East,34624,Low
C000681,Customer 0681,2000-01-25,customer681@example.co.uk,South West,91003,Low
C000682,Customer 0682,2002-05-19,customer682@example.co.uk,Midlands,74022,Low
C000683,Customer 0683,1994-04-19,customer683@example.co.uk,South West,53877,High
C000684,Customer 0684,2013-04-26,customer684@example.co.uk,Wales,32566,Medium
C000685,Customer 0685,2001-03-06,customer685@example.co.uk,Midlands,26152,Low
C000686,Customer 0686,2012-09-23,customer686@example.co.uk,London,94443,Low
C000687,Customer 0687,2003-08-19,customer687@example.co.uk,Scotland,44463,Low
C000688,Customer 0688,1988-06-11,customer688@example.co.uk,North West,65420,Medium
C000689,Customer 0689,2015-03-22,customer689@example.co.uk,North West,27577,Low
C000690,Customer 0690,1987-07-03,customer690@example.co.uk,Scotland,84324,Low
C000691,Customer 0691,2009-06-11,customer691@example.co.uk,Scotland,58749,High
C000692,Customer 0692,1998-04-10,customer692@example.co.uk,London,26312,Low
C000693,Customer 0693,2016-02-20,customer693@example.co.uk,Wales,49152,Medium
C000694,Customer 0694,1997-08-04,customer694@example.co.uk,South East,74205,High
C000695,Customer 0695,2001-08-15,customer695@example.co.uk,Scotland,53519,Medium
C000696,Customer 0696,1990-06-11,customer696@example.co.uk,Wales,92852,Low
C000697,Customer 0697,1999-09-06,customer697@example.co.uk,London,32279,Low
C000698,Customer 0698,1987-07-30,customer698@example.co.uk,South West,34803,Low
C000699,Customer 0699,1998-10-22,customer699@example.co.uk,London,73996,High
C000700,Customer 0700,2004-05-17,customer700@example.co.uk,Midlands,57825,Medium
C000701,Customer 0701,2001-01-02,customer701@example.co.uk,Midlands,51902,Low
C000702,Customer 0702,2013-10-20,customer702@example.co.uk,Midlands,46345,Medium
C000703,Customer 0703,1997-06-01,customer703@example.co.uk,Wales,33232,Medium
C000704,Customer 0704,1987-11-06,customer704@example.co.uk,South West,54302,Medium
C000705,Customer 0705,2012-08-07,customer705@example.co.uk,South East,42214,Low
C000706,Customer 0706,1988-12-11,customer706@example.co.uk,London,73068,Low
C000707,Customer 0707,2004-02-12,customer707@example.co.uk,South West,22680,High
C000708,Customer 0708,1988-01-31,customer708@example.co.uk,South East,57358,Low
C000709,Customer 0709,2009-01-18,customer709@example.co.uk,North West,78489,Low
C000710,Customer 0710,1988-03-09,customer710@example.co.uk,South West,75483,Low
C000711,Customer 0711,2010-12-29,customer711@example.co.uk,Wales,94642,Low
C000712,Customer 0712,1984-09-20,customer712@example.co.uk,South West,64523,Medium
C000713,Customer 0713,1987-12-19,customer713@example.co.uk,Scotland,76238,Low
C000714,Customer 0714,1991-10-10,customer714@example.co.uk,Scotland,53816,Medium
C000715,Customer 0715,1996-03-24,customer715@example.co.uk,South West,71903,Low
C000716,Customer 0716,1987-01-02,customer716@example.co.uk,South East,57180,Low
C000717,Customer 0717,1997-08-12,customer717@example.co.uk,Midlands,78973,Low
C000718,Customer 0718,1995-03-25,customer718@example.co.uk,Scotland,32082,Low
C000719,Customer 0719,1992-12-08,customer719@example.co.uk,Midlands,86985,Medium
C000720,Customer 0720,1984-06-20,customer720@example.co.uk,Midlands,36021,Low
C000721,Customer 0721,2001-03-17,customer721@example.co.uk,Wales,65544,Medium
C000722,Customer 0722,2003-06-26,customer722@example.co.uk,Wales,65193,Low
C000723,Customer 0723,2011-03-24,customer723@example.co.uk,Scotland,39842,Low
C000724,Customer 0724,1992-02-19,customer724@example.co.uk,Midlands,48326,Low
C000725,Customer 0725,2015-05-05,customer725@example.co.uk,Scotland,63830,Low
C000726,Customer 0726,1995-01-15,customer726@example.co.uk,South West,86357,High
C000727,Customer 0727,2001-10-16,customer727@example.co.uk,South West,71290,Low
C000728,Customer 0728,1993-02-16,customer728@example.co.uk,North West,36927,High
C000729,Customer 0729,2008-11-03,customer729@example.co.uk,London,93516,Low
C000730,Customer 0730,1993-07-27,customer730@example.co.uk,Midlands,82505,High
C000731,Customer 0731,1987-04-09,customer731@example.co.uk,Wales,60185,Medium
C000732,Customer 0732,1990-05-30,customer732@example.co.uk,Scotland,75627,Medium
C000733,Customer 0733,2013-09-17,customer733@example.co.uk,South East,61692,Low
C000734,Customer 0734,1987-06-26,customer734@example.co.uk,Midlands,77460,Medium
C000735,Customer 0735,2008-02-20,customer735@example.co.uk,North West,84814,Medium
C000736,Customer 0736,2000-04-17,customer736@example.co.uk,Scotland,76827,Low
C000737,Customer 0737,1987-12-24,customer737@example.co.uk,London,92373,Medium
C000738,Customer 0738,2000-02-03,customer738@example.co.uk,South East,54536,Medium
C000739,Customer 0739,2013-02-06,customer739@example.co.uk,Scotland,27806,Medium
C000740,Customer 0740,1999-01-15,customer740@example.co.uk,Wales,74378,High
C000741,Customer 0741,1988-08-03,customer741@example.co.uk,South West,78420,Low
C000742,Customer 0742,2007-06-09,customer742@example.co.uk,North West,51098,Low
C000743,Customer 0743,2001-09-17,customer743@example.co.uk,Midlands,50971,Low
C000744,Customer 0744,1985-04-08,customer744@example.co.uk,Midlands,87597,Low
C000745,Customer 0745,1988-01-07,customer745@example.co.uk,London,35703,Low
C000746,Customer 0746,1999-07-22,customer746@example.co.uk,Midlands,40569,Low
C000747,Customer 0747,1999-10-16,customer747@example.co.uk,Midlands,49114,Low
C000748,Customer 0748,2015-06-03,customer748@example.co.uk,Midlands,34795,Low
C000749,Customer 0749,1986-03-04,customer749@example.co.uk,Wales,63800,Low
C000750,Customer 0750,1999-07-22,customer750@example.co.uk,Scotland,37084,Low
C000751,Customer 0751,1991-07-16,customer751@example.co.uk,Scotland,36334,Medium
C000752,Customer 0752,2008-12-03,customer752@example.co.uk,South East,53970,Low
C000753,Customer 0753,2004-11-22,customer753@example.co.uk,South East,65383,Medium
C000754,Customer 0754,1992-07-11,customer754@example.co.uk,Scotland,75090,Medium
C000755,Customer 0755,2011-09-18,customer755@example.co.uk,South East,78640,Low
C000756,Customer 0756,2001-08-10,customer756@example.co.uk,London,80926,Medium
C000757,Customer 0757,2015-09-26,customer757@example.co.uk,Wales,50153,Low
C000758,Customer 0758,2008-04-01,customer758@example.co.uk,South East,30200,Medium
C000759,Customer 0759,2004-09-09,customer759@example.co.uk,London,69945,Low
C000760,Customer 0760,2006-02-14,customer760@example.co.uk,North West,56387,Medium
C000761,Customer 0761,2011-08-03,customer761@example.co.uk,Midlands,63078,Medium
C000762,Customer 0762,2004-09-14,customer762@example.co.uk,North West,36972,Low
C000763,Customer 0763,2015-11-01,customer763@example.co.uk,Wales,44613,Medium
C000764,Customer 0764,2010-08-22,customer764@example.co.uk,London,60986,High
C000765,Customer 0765,1994-11-13,customer765@example.co.uk,South West,39556,Low
C000766,Customer 0766,2015-04-10,customer766@example.co.uk,South East,37328,Low
C000767,Customer 0767,2010-12-02,customer767@example.co.uk,South East,88954,Low
C000768,Customer 0768,2005-12-30,customer768@example.co.uk,Scotland,72293,Low
C000769,Customer 0769,2013-02-09,customer769@example.co.uk,South East,92435,Medium
C000770,Customer 0770,1997-02-14,customer770@example.co.uk,South East,94733,Low
C000771,Customer 0771,2004-05-25,customer771@example.co.uk,North West,46523,Low
C000772,Customer 0772,1984-08-06,customer772@example.co.uk,Midlands,29026,Medium
C000773,Customer 0773,2001-05-22,customer773@example.co.uk,North West,39895,Low
C000774,Customer 0774,2002-07-09,customer774@example.co.uk,Scotland,88248,Medium
C000775,Customer 0775,2004-01-29,customer775@example.co.uk,Midlands,86451,Low
C000776,Customer 0776,1985-07-20,customer776@example.co.uk,Wales,43922,Low
C000777,Customer 0777,1996-06-30,customer777@example.co.uk,South East,50905,Low
C000778,Customer 0778,2004-09-05,customer778@example.co.uk,North West,92465,Low
C000779,Customer 0779,1989-03-30,customer779@example.co.uk,North West,86921,Low
C000780,Customer 0780,2008-07-12,customer780@example.co.uk,Wales,36969,Low
C000781,Customer 0781,1986-01-12,customer781@example.co.uk,Wales,70085,Low
C000782,Customer 0782,2003-03-28,customer782@example.co.uk,London,79850,Low
C000783,Customer 0783,1985-08-12,customer783@example.co.uk,Midlands,54444,Low
C000784,Customer 0784,1988-01-26,customer784@example.co.uk,Midlands,56447,Low
C000785,Customer 0785,1994-10-18,customer785@example.co.uk,South East,37386,Medium
C000786,Customer 0786,2011-07-17,customer786@example.co.uk,Scotland,67957,Medium
C000787,Customer 0787,1990-05-31,customer787@example.co.uk,Wales,78120,Low
C000788,Customer 0788,1986-10-30,customer788@example.co.uk,North West,49082,Medium
C000789,Customer 0789,2010-12-09,customer789@example.co.uk,North West,67982,Low
C000790,Customer 0790,2015-10-01,customer790@example.co.uk,South West,44069,Low
C000791,Customer 0791,2007-03-30,customer791@example.co.uk,Scotland,59923,Medium
C000792,Customer 0792,2002-08-18,customer792@example.co.uk,London,34481,Low
C000793,Customer 0793,1989-11-09,customer793@example.co.uk,Scotland,58349,Medium
C000794,Customer 0794,2016-01-29,customer794@example.co.uk,South West,39392,Low
C000795,Customer 0795,2014-07-02,customer795@example.co.uk,Midlands,54447,Medium
C000796,Customer 0796,2012-07-14,customer796@example.co.uk,South West,86154,Low
C000797,Customer 0797,1987-07-22,customer797@example.co.uk,Scotland,76293,Low
C000798,Customer 0798,1996-08-24,customer798@example.co.uk,Scotland,34202,Low
C000799,Customer 0799,2006-01-22,customer799@example.co.uk,South West,70374,Low
C000800,Customer 0800,1988-05-06,customer800@example.co.uk,Scotland,22324,Medium
C000801,Customer 0801,2015-06-12,customer801@example.co.uk,South West,82089,Medium
C000802,Customer 0802,2002-01-03,customer802@example.co.uk,South East,30300,Medium
C000803,Customer 0803,2006-05-11,customer803@example.co.uk,South West,78314,Medium
C000804,Customer 0804,1999-04-26,customer804@example.co.uk,North West,64318,Medium
C000805,Customer 0805,2005-12-08,customer805@example.co.uk,Wales,39117,Medium
C000806,Customer 0806,1986-05-04,customer806@example.co.uk,London,67054,High
C000807,Customer 0807,2004-10-12,customer807@example.co.uk,London,35051,Medium
C000808,Customer 0808,1991-04-03,customer808@example.co.uk,Midlands,38284,High
C000809,Customer 0809,2003-05-11,customer809@example.co.uk,South East,81836,Low
C000810,Customer 0810,1997-09-15,customer810@example.co.uk,South East,39290,High
C000811,Customer 0811,2000-05-02,customer811@example.co.uk,South West,57916,Low
C000812,Customer 0812,2013-04-10,customer812@example.co.uk,South East,32803,Low
C000813,Customer 0813,1997-11-14,customer813@example.co.uk,Scotland,28787,Low
C000814,Customer 0814,1988-04-04,customer814@example.co.uk,Scotland,52689,Low
C000815,Customer 0815,2005-07-22,customer815@example.co.uk,London,34475,Low
C000816,Customer 0816,2007-06-20,customer816@example.co.uk,Scotland,39393,Medium
C000817,Customer 0817,2015-05-15,customer817@example.co.uk,South West,80335,Low
C000818,Customer 0818,2003-02-10,customer818@example.co.uk,Scotland,37806,High
C000819,Customer 0819,1994-06-09,customer819@example.co.uk,Midlands,39324,Low
C000820,Customer 0820,1988-10-05,customer820@example.co.uk,London,33708,Medium
C000821,Customer 0821,1997-08-03,customer821@example.co.uk,South East,63071,Low
C000822,Customer 0822,1990-02-20,customer822@example.co.uk,Scotland,72164,Medium
C000823,Customer 0823,2009-06-07,customer823@example.co.uk,London,40724,Low
C000824,Customer 0824,2016-07-28,customer824@example.co.uk,South East,43511,Low
C000825,Customer 0825,2011-10-20,customer825@example.co.uk,Scotland,41840,High
C000826,Customer 0826,1988-01-21,customer826@example.co.uk,London,79984,Medium
C000827,Customer 0827,2010-08-12,customer827@example.co.uk,Scotland,40351,Medium
C000828,Customer 0828,2003-06-06,customer828@example.co.uk,South West,72335,Low
C000829,Customer 0829,2013-01-30,customer829@example.co.uk,London,40327,Low
C000830,Customer 0830,2011-01-30,customer830@example.co.uk,Scotland,54527,Medium
C000831,Customer 0831,2015-02-20,customer831@example.co.uk,London,59345,Medium
C000832,Customer 0832,2011-05-23,customer832@example.co.uk,North West,61537,Low
C000833,Customer 0833,1997-06-04,customer833@example.co.uk,Scotland,46726,Medium
C000834,Customer 0834,1994-11-26,customer834@example.co.uk,Midlands,29152,Medium
C000835,Customer 0835,2006-07-30,customer835@example.co.uk,Scotland,72578,Low
C000836,Customer 0836,1984-09-15,customer836@example.co.uk,South West,31307,Low
C000837,Customer 0837,2009-08-30,customer837@example.co.uk,Midlands,63480,Low
C000838,Customer 0838,1991-12-01,customer838@example.co.uk,Wales,69895,Low
C000839,Customer 0839,1987-06-10,customer839@example.co.uk,London,83736,High
C000840,Customer 0840,1993-11-04,customer840@example.co.uk,London,30851,Low
C000841,Customer 0841,2002-01-07,customer841@example.co.uk,North West,29925,High
C000842,Customer 0842,2006-08-23,customer842@example.co.uk,Wales,59550,Medium
C000843,Customer 0843,2002-03-18,customer843@example.co.uk,London,76451,Low
C000844,Customer 0844,1991-01-06,customer844@example.co.uk,South West,92328,Low
C000845,Customer 0845,2007-02-07,customer845@example.co.uk,South East,32957,Low
C000846,Customer 0846,2001-09-10,customer846@example.co.uk,North West,42365,Low
C000847,Customer 0847,2003-10-16,customer847@example.co.uk,Scotland,30665,Low
C000848,Customer 0848,1988-01-13,customer848@example.co.uk,Midlands,53278,Low
C000849,Customer 0849,2011-06-24,customer849@example.co.uk,London,37202,Low
C000850,Customer 0850,2013-09-07,customer850@example.co.uk,Scotland,62539,Medium
C000851,Customer 0851,2015-12-03,customer851@example.co.uk,South East,45022,Low
C000852,Customer 0852,1999-09-20,customer852@example.co.uk,North West,23487,Low
C000853,Customer 0853,2016-07-01,customer853@example.co.uk,South West,89793,Medium
C000854,Customer 0854,1996-03-22,customer854@example.co.uk,Scotland,43884,Low
C000855,Customer 0855,1985-06-25,customer855@example.co.uk,South West,37473,Medium
C000856,Customer 0856,1987-01-12,customer856@example.co.uk,South West,78272,Low
C000857,Customer 0857,2007-01-29,customer857@example.co.uk,South West,32101,Low
C000858,Customer 0858,2009-08-05,customer858@example.co.uk,South East,29266,Low
C000859,Customer 0859,1988-10-12,customer859@example.co.uk,North West,70193,Low
C000860,Customer 0860,2006-12-28,customer860@example.co.uk,London,37117,Low
C000861,Customer 0861,1984-09-19,customer861@example.co.uk,South East,27772,Medium
C000862,Customer 0862,2001-05-06,customer862@example.co.uk,South East,28026,Low
C000863,Customer 0863,1985-10-02,customer863@example.co.uk,North West,45456,High
C000864,Customer 0864,1995-04-21,customer864@example.co.uk,Midlands,76967,Low
C000865,Customer 0865,1987-08-30,customer865@example.co.uk,North West,63934,Low
C000866,Customer 0866,2014-05-15,customer866@example.co.uk,London,70864,Low
C000867,Customer 0867,2007-04-21,customer867@example.co.uk,London,45507,Low
C000868,Customer 0868,2005-01-11,customer868@example.co.uk,Wales,74550,Low
C000869,Customer 0869,1998-02-07,customer869@example.co.uk,South West,59002,Medium
C000870,Customer 0870,1984-07-10,customer870@example.co.uk,South West,33322,Medium
C000871,Customer 0871,1997-10-19,customer871@example.co.uk,Scotland,48302,Low
C000872,Customer 0872,2010-09-16,customer872@example.co.uk,Midlands,53795,Low
C000873,Customer 0873,2008-09-06,customer873@example.co.uk,Wales,47614,Medium
C000874,Customer 0874,2002-07-24,customer874@example.co.uk,London,54129,Low
C000875,Customer 0875,2012-09-10,customer875@example.co.uk,Wales,52539,Low
C000876,Customer 0876,1984-03-25,customer876@example.co.uk,Wales,23257,High
C000877,Customer 0877,2016-10-14,customer877@example.co.uk,South West,71319,Medium
C000878,Customer 0878,1994-11-07,customer878@example.co.uk,Midlands,35624,Low
C000879,Customer 0879,1990-07-21,customer879@example.co.uk,Scotland,86491,High
C000880,Customer 0880,1994-07-20,customer880@example.co.uk,Wales,58677,Low
C000881,Customer 0881,2000-11-15,customer881@example.co.uk,Midlands,90125,Low
C000882,Customer 0882,2006-11-02,customer882@example.co.uk,South East,33128,Medium
C000883,Customer 0883,2009-08-21,customer883@example.co.uk,London,73688,Low
C000884,Customer 0884,1990-01-11,customer884@example.co.uk,South East,79014,Medium
C000885,Customer 0885,1998-04-19,customer885@example.co.uk,Wales,60230,Low
C000886,Customer 0886,1998-10-20,customer886@example.co.uk,South West,73505,Medium
C000887,Customer 0887,1987-07-08,customer887@example.co.uk,South East,81343,Low
C000888,Customer 0888,2010-05-24,customer888@example.co.uk,London,39840,Medium
C000889,Customer 0889,2004-05-01,customer889@example.co.uk,Midlands,42369,Low
C000890,Customer 0890,2008-03-16,customer890@example.co.uk,South West,63160,Low
C000891,Customer 0891,2004-12-13,customer891@example.co.uk,South West,49215,Low
C000892,Customer 0892,2014-12-10,customer892@example.co.uk,South West,37717,Low
C000893,Customer 0893,1998-11-14,customer893@example.co.uk,South East,27286,Low
C000894,Customer 0894,2000-02-15,customer894@example.co.uk,Midlands,33955,Medium
C000895,Customer 0895,1997-07-28,customer895@example.co.uk,South West,89300,Low
C000896,Customer 0896,2002-04-22,customer896@example.co.uk,Wales,44789,Low
C000897,Customer 0897,2008-11-04,customer897@example.co.uk,South East,81270,Medium
C000898,Customer 0898,1990-06-09,customer898@example.co.uk,London,34415,Low
C000899,Customer 0899,1994-02-19,customer899@example.co.uk,South East,23567,Low
C000900,Customer 0900,2000-11-11,customer900@example.co.uk,Scotland,47969,Medium
C000901,Customer 0901,1995-10-11,customer901@example.co.uk,Wales,33015,Medium
C000902,Customer 0902,1987-01-22,customer902@example.co.uk,South East,31828,Low
C000903,Customer 0903,1988-04-16,customer903@example.co.uk,Wales,80121,Medium
C000904,Customer 0904,2004-11-04,customer904@example.co.uk,London,65456,Low
C000905,Customer 0905,2003-08-06,customer905@example.co.uk,Wales,44018,High
C000906,Customer 0906,2001-05-02,customer906@example.co.uk,Scotland,73773,Low
C000907,Customer 0907,1993-10-18,customer907@example.co.uk,South East,77923,Low
C000908,Customer 0908,1990-11-01,customer908@example.co.uk,London,58042,Low
C000909,Customer 0909,2006-07-18,customer909@example.co.uk,Midlands,54215,Medium
C000910,Customer 0910,1988-02-07,customer910@example.co.uk,South West,94179,Low
C000911,Customer 0911,1993-02-10,customer911@example.co.uk,Scotland,72202,Low
C000912,Customer 0912,2008-07-21,customer912@example.co.uk,Wales,90919,Low
C000913,Customer 0913,2016-03-01,customer913@example.co.uk,South West,24559,High
C000914,Customer 0914,2005-11-27,customer914@example.co.uk,South West,84873,Low
C000915,Customer 0915,1996-04-18,customer915@example.co.uk,South East,87849,Low
C000916,Customer 0916,1993-12-28,customer916@example.co.uk,London,25416,Low
C000917,Customer 0917,2005-04-29,customer917@example.co.uk,North West,58822,Low
C000918,Customer 0918,1994-08-10,customer918@example.co.uk,South East,68849,Medium
C000919,Customer 0919,1994-12-26,customer919@example.co.uk,South West,35124,Low
C000920,Customer 0920,1986-09-04,customer920@example.co.uk,Wales,91951,Medium
C000921,Customer 0921,2001-08-03,customer921@example.co.uk,South West,50758,Medium
C000922,Customer 0922,2010-09-29,customer922@example.co.uk,South West,44768,Low
C000923,Customer 0923,1985-06-07,customer923@example.co.uk,Scotland,69026,High
C000924,Customer 0924,2009-06-13,customer924@example.co.uk,South East,68095,High
C000925,Customer 0925,2006-03-31,customer925@example.co.uk,North West,46672,Medium
C000926,Customer 0926,1985-11-13,customer926@example.co.uk,London,62508,Low
C000927,Customer 0927,1993-12-24,customer927@example.co.uk,London,29362,Low
C000928,Customer 0928,1999-01-18,customer928@example.co.uk,North West,91002,Low
C000929,Customer 0929,1999-06-14,customer929@example.co.uk,Scotland,48406,Medium
C000930,Customer 0930,1998-09-06,customer930@example.co.uk,London,45260,High
C000931,Customer 0931,2015-10-11,customer931@example.co.uk,South East,24872,Low
C000932,Customer 0932,2000-07-14,customer932@example.co.uk,London,36538,Medium
C000933,Customer 0933,2013-11-13,customer933@example.co.uk,Midlands,70967,Medium
C000934,Customer 0934,1998-08-21,customer934@example.co.uk,South East,35242,Low
C000935,Customer 0935,2003-10-06,customer935@example.co.uk,Wales,42644,Medium
C000936,Customer 0936,1991-12-25,customer936@example.co.uk,Scotland,85858,Medium
C000937,Customer 0937,2010-08-02,customer937@example.co.uk,Wales,68769,Low
C000938,Customer 0938,2015-01-19,customer938@example.co.uk,South West,44983,Low
C000939,Customer 0939,1984-03-31,customer939@example.co.uk,Scotland,38691,Low
C000940,Customer 0940,2009-08-15,customer940@example.co.uk,London,73327,Medium
C000941,Customer 0941,2011-08-04,customer941@example.co.uk,South East,45865,Medium
C000942,Customer 0942,1990-06-23,customer942@example.co.uk,South West,35645,High
C000943,Customer 0943,1998-07-01,customer943@example.co.uk,South East,32198,Low
C000944,Customer 0944,2014-03-22,customer944@example.co.uk,Scotland,33629,Medium
C000945,Customer 0945,1996-01-24,customer945@example.co.uk,South East,66007,Low
C000946,Customer 0946,1999-11-21,customer946@example.co.uk,South West,54707,Medium
C000947,Customer 0947,1986-04-29,customer947@example.co.uk,Midlands,36160,Medium
C000948,Customer 0948,1991-08-18,customer948@example.co.uk,Midlands,79438,Medium
C000949,Customer 0949,1999-12-03,customer949@example.co.uk,North West,86629,High
C000950,Customer 0950,2005-09-03,customer950@example.co.uk,Wales,71197,Low
C000951,Customer 0951,1987-06-22,customer951@example.co.uk,Wales,51567,Low
C000952,Customer 0952,1998-06-18,customer952@example.co.uk,South West,26379,Low
C000953,Customer 0953,1991-10-19,customer953@example.co.uk,Midlands,35726,Low
C000954,Customer 0954,2008-09-14,customer954@example.co.uk,London,43090,Medium
C000955,Customer 0955,2011-09-10,customer955@example.co.uk,Midlands,66295,Medium
C000956,Customer 0956,2013-06-27,customer956@example.co.uk,South East,26062,Low
C000957,Customer 0957,1988-09-16,customer957@example.co.uk,South West,78911,Low
C000958,Customer 0958,2002-07-11,customer958@example.co.uk,Scotland,48941,High
C000959,Customer 0959,2016-11-28,customer959@example.co.uk,North West,94628,Medium
C000960,Customer 0960,1997-07-04,customer960@example.co.uk,South East,56768,Medium
C000961,Customer 0961,2009-10-24,customer961@example.co.uk,North West,34571,Low
